Date,eindend,vindend
19810930,467.62851,156.418198
19811007,491.085785,163.824203
19811014,493.514893,161.064407
19811021,497.471313,162.669205
19811028,496.498596,162.119202
19811104,514.402893,169.764206
19811111,512.817627,168.156296
19811118,504.413696,164.639603
19811125,515.102417,170.045197
19811202,518.048218,170.891205
19811209,515.86731,171.779694
19811216,508.462708,168.000198
19811223,508.560608,167.8871
19811230,507.278809,167.7444
19820106,506.318207,163.854599
19820113,489.470093,157.454605
19820120,490.660004,157.831299
19820127,485.764099,157.709
19820203,496.734497,159.719193
19820210,487.000702,157.083206
19820217,484.608307,156.0513
19820224,479.87561,155.850693
19820303,476.949097,152.869202
19820310,462.618988,150.248093
19820317,460.027588,149.564194
19820324,479.685699,155.0896
19820331,481.886902,154.141907
19820407,493.957794,158.846893
19820414,495.805298,159.564499
19820421,500.75351,159.598694
19820428,507.02121,161.603195
19820505,508.438995,162.350403
19820512,515.982178,165.000504
19820519,505.281403,159.706299
19820526,493.573486,157.284607
19820602,489.550598,156.002701
19820609,475.388794,151.658905
19820616,475.9133,151.604599
19820623,477.588287,153.208099
19820630,479.934601,152.566101
19820707,472.676697,149.555405
19820714,480.504303,153.548798
19820721,486.784485,155.053299
19820728,477.111206,150.274994
19820804,472.303986,148.562195
19820811,454.38739,144.142899
19820818,476.498596,152.601501
19820825,510.075806,165.135193
19820901,520.669922,166.765305
19820908,533.309875,172.056503
19820915,540.88562,175.016693
19820922,545.948792,175.066193
19820929,538.798889,171.887894
19821006,552.301575,177.910797
19821013,596.408386,193.066498
19821020,616.09668,196.813507
19821027,613.532471,191.872299
19821103,650.009888,202.891495
19821110,665.149475,201.869995
19821117,660.068115,197.757797
19821124,655.19812,193.112701
19821201,674.589478,199.606506
19821208,686.428101,203.589005
19821215,659.51001,194.7836
19821222,669.525574,199.244003
19821229,678.629395,202.695297
19830105,694.71637,204.348099
19830112,729.432922,211.835098
19830119,734.278625,210.446793
19830126,716.980774,204.793701
19830202,731.480774,207.469696
19830209,752.015991,210.998795
19830216,770.598206,214.888794
19830223,768.559692,214.120499
19830302,788.955627,221.765198
19830309,802.606995,223.196701
19830316,795.901123,218.860199
19830323,807.086121,222.613007
19830330,811.36438,223.617905
19830406,804.479919,220.727905
19830413,827.538086,228.560699
19830420,852.507812,234.418793
19830427,859.901672,235.603607
19830504,877.871094,238.807205
19830511,909.183105,242.755295
19830518,921.720398,241.584
19830525,943.568115,246.070908
19830601,940.071594,241.525208
19830608,946.411804,240.489197
19830615,976.193726,249.071594
19830622,994.148315,254.541794
19830629,971.797424,248.560699
19830706,990.269409,251.831497
19830713,973.44812,247.204102
19830720,984.4823,252.187195
19830727,988.687805,250.503601
19830803,953.46283,243.533997
19830810,936.104675,241.037598
19830817,954.918518,246.693893
19830824,940.796509,241.459793
19830831,946.042297,245.679504
19830907,965.715027,251.260193
19830914,961.265015,248.129593
19830921,972.511902,252.861206
19830928,966.441406,252.395294
19831005,961.692078,251.930298
19831012,963.682312,254.201904
19831019,941.403076,249.364304
19831026,928.829102,247.229294
19831102,920.218323,246.691803
19831109,917.526184,245.644699
19831116,941.86438,249.755096
19831123,956.679871,251.181107
19831130,965.65802,251.194901
19831207,962.841309,250.228699
19831214,950.44989,246.573593
19831221,947.49762,246.751694
19831228,950.199219,248.949707
19840104,972.359619,251.616196
19840111,993.25238,253.690094
19840118,995.783203,253.257706
19840125,979.72937,248.911407
19840201,956.352112,245.333405
19840208,916.737671,235.620804
19840215,906.467773,235.645203
19840222,896.329407,232.6427
19840229,914.190674,237.275803
19840307,908.940918,233.934494
19840314,920.147583,237.302505
19840321,928.731873,239.924393
19840328,927.303894,241.571198
19840404,922.420898,238.687805
19840411,901.422607,234.681396
19840418,916.030212,238.965393
19840425,916.21228,239.962494
19840502,937.918884,245.358902
19840509,936.610107,243.617004
19840516,924.519897,240.563904
19840523,893.73468,233.081802
19840530,875.711914,228.982101
19840606,905.247375,236.373505
19840613,896.288513,232.789703
19840620,901.433716,236.501297
19840627,895.63501,232.667603
19840704,899.174072,234.300201
19840711,888.823425,231.191803
19840718,885.174194,231.896103
19840725,857.410522,227.615005
19840801,881.430908,235.641998
19840808,932.230286,248.018707
19840815,943.057129,250.388306
19840822,958.039673,256.459991
19840829,966.260193,257.190002
19840905,960.444275,253.571304
19840912,964.254517,254.252808
19840919,978.332275,258.14621
19840926,973.815002,257.349396
19841003,956.469177,252.052002
19841010,951.952515,251.587296
19841017,963.163391,254.985596
19841024,972.05603,259.064301
19841031,964.195618,257.655212
19841107,976.204224,262.6763
19841114,964.78949,258.491791
19841121,946.59668,256.262604
19841128,947.854675,257.262787
19841205,927.116882,252.951401
19841212,926.239014,253.933105
19841219,950.309387,260.929596
19841226,951.113586,260.375702
19850102,956.836792,258.851288
19850109,967.585693,259.051697
19850116,1008.335022,268.421204
19850123,1045.411987,277.790802
19850130,1068.915039,281.998199
19850206,1089.352051,284.708099
19850213,1115.453003,289.639496
19850220,1113.623047,287.190491
19850227,1101.407959,286.131592
19850306,1102.307007,286.275085
19850313,1085.275024,282.464996
19850320,1085.331055,283.905212
19850327,1082.782959,284.796509
19850403,1085.19397,284.606201
19850410,1086.343994,285.432404
19850417,1095.457031,289.02359
19850424,1091.896973,289.763306
19850501,1074.784058,284.061401
19850508,1080.823975,287.812195
19850515,1100.223022,294.479095
19850522,1114.404053,300.88089
19850529,1111.995972,300.161987
19850605,1123.026978,304.709412
19850612,1113.188965,301.198395
19850619,1111.140015,300.196014
19850626,1122.619995,304.993896
19850703,1137.855957,307.752197
19850710,1145.232056,309.405396
19850717,1172.305054,314.718994
19850724,1165.107056,308.337708
19850731,1157.821045,306.946991
19850807,1139.843018,302.269806
19850814,1145.703003,303.022095
19850821,1148.150024,305.47699
19850828,1149.577026,305.497986
19850904,1142.557007,303.477905
19850911,1128.340942,299.883606
19850918,1098.880981,293.667114
19850925,1102.453979,292.729187
19851002,1109.629028,297.632996
19851009,1101.307007,295.402008
19851016,1122.343994,303.53299
19851023,1130.541992,305.707703
19851030,1132.114014,307.356506
19851106,1147.224976,312.501709
19851113,1172.04895,319.808197
19851120,1182.522949,322.848785
19851127,1202.240967,328.388489
19851204,1216.149048,331.507599
19851211,1211.96106,334.589386
19851218,1225.642944,339.638
19851225,1231.619995,336.842102
